Country,Country Code,Time,Time Code,"GDP,constant 2010 US$,millions,seas. adj., [NYGDPMKTPSAKD]","GDP,current US$,millions,seas. adj., [NYGDPMKTPSACD]","Imports Merchandise, Customs, constant US$, millions, seas. adj. [DMGSRMRCHSAKD]","Imports Merchandise, Customs, constant US$, millions, not seas. adj. [DMGSRMRCHNSKD]","Imports Merchandise, Customs, current US$, millions, not seas. adj. [DMGSRMRCHNSCD]","Imports Merchandise, Customs, current US$, millions, seas. adj. [DMGSRMRCHSACD]","Imports Merchandise, Customs, Price, US$, not seas. adj. [DMGSRMRCHNSXD]","Imports Merchandise, Customs, Price, US$, seas. adj. [DMGSRMRCHSAXD]","Official exchange rate, LCU per USD, period average,, [DPANUSLCU]","GDP,constant 2010 LCU,millions,seas. adj., [NYGDPMKTPSAKN]","GDP,current LCU,millions,seas. adj., [NYGDPMKTPSACN]","Stock Markets, LCU,,, [DSTKMKTXN]","Stock Markets, US$,,, [DSTKMKTXD]","Core CPI,not seas.adj,,, [CORENS]","Core CPI,seas.adj,,, [CORESA]","CPI Price, % y-o-y, median weighted, seas. adj., [CPTOTSAXMZGY]","CPI Price, % y-o-y, not seas. adj.,, [CPTOTSAXNZGY]","CPI Price, seas. adj.,,, [CPTOTSAXN]","CPI Price,not seas.adj,,, [CPTOTNSXN]","Exchange rate, new LCU per USD extended backward, period average,, [DPANUSSPB]","Exchange rate, old LCU per USD extended forward, period average,, [DPANUSSPF]","Exports Merchandise, Customs, constant US$, millions, not seas. adj. [DXGSRMRCHNSKD]","Exports Merchandise, Customs, constant US$, millions, seas. adj. [DXGSRMRCHSAKD]","Exports Merchandise, Customs, current US$, millions, not seas. adj. [DXGSRMRCHNSCD]","Exports Merchandise, Customs, current US$, millions, seas. adj. [DXGSRMRCHSACD]","Exports Merchandise, Customs, Price, US$, not seas. adj. [DXGSRMRCHNSXD]","Exports Merchandise, Customs, Price, US$, seas. adj. [DXGSRMRCHSAXD]","Industrial Production, constant US$, seas. adj.,, [IPTOTSAKD]","Industrial Production, constant US$,,, [IPTOTNSKD]","Months Import Cover of Foreign Reserves,,,, [IMPCOV]","Nominal Effective Exchange Rate,,,, [NEER]","Real Effective Exchange Rate,,,, [REER]","Retail Sales Volume,Index,,, [RETSALESSA]","Terms of Trade,,,, [TOT]","Total Reserves,,,, [TOTRESV]","Unemployment rate,Percent,,, [UNEMPSA_]"
Switzerland,CHE,2025Q1,2025Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2025M03,2025M03,..,..,..,..,..,..,..,..,0.8850769231,..,..,198.1277335,231.1516419,..,..,..,..,..,..,0.8850769231,0.8850769231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2024Q4,2024Q4,188939.3066,236198.3094,..,..,..,..,..,..,..,196187.3,207352.3,..,..,..,..,..,..,..,..,..,..,..,..,84439.6,86433.33316,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2024Q3,2024Q3,188578.1607,239160.0352,..,..,..,..,..,..,..,195812.3,206963.5,..,..,..,..,..,..,..,..,..,..,..,..,77815.6,79231.36199,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2024Q2,2024Q2,187762.6451,227626.8279,..,..,..,..,..,..,..,194965.5,205844.5,..,..,..,..,..,..,..,..,..,..,..,..,81717.4,82330.56439,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2024Q1,2024Q1,186744.6952,234056.1752,..,..,..,..,..,..,..,193908.5,204582.3,..,..,..,..,..,..,..,..,..,..,..,..,77435,74440.98836,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2025M01,2025M01,..,..,..,..,..,..,..,..,0.9094782609,..,..,184.1697185,209.2892616,104.0832507,104.1283951,..,0.3993782874,105.525558,105.4911519,0.9094782609,0.9094782609,..,..,26879.8,26332.82061,..,..,..,..,..,..,..,135.0252915,..,825120.9541,2.671072719
Switzerland,CHE,2025M02,2025M02,..,..,..,..,..,..,..,..,0.9044,..,..,195.3468777,223.3404284,..,..,..,0.3024553134,105.6447615,106.0814508,0.9044,0.9044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.712594331
Switzerland,CHE,2025,2025,..,..,..,..,..,..,..,..,0.899651728,..,..,192.5481099,221.260444,104.0832507,104.1283951,..,0.1250628676,105.5851597,105.7863014,0.899651728,0.899651728,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.691833525
