Country,Country Code,Time,Time Code,"GDP,constant 2010 US$,millions,seas. adj., [NYGDPMKTPSAKD]","GDP,current US$,millions,seas. adj., [NYGDPMKTPSACD]","Imports Merchandise, Customs, constant US$, millions, seas. adj. [DMGSRMRCHSAKD]","Imports Merchandise, Customs, constant US$, millions, not seas. adj. [DMGSRMRCHNSKD]","Imports Merchandise, Customs, current US$, millions, not seas. adj. [DMGSRMRCHNSCD]","Imports Merchandise, Customs, current US$, millions, seas. adj. [DMGSRMRCHSACD]","Imports Merchandise, Customs, Price, US$, not seas. adj. [DMGSRMRCHNSXD]","Imports Merchandise, Customs, Price, US$, seas. adj. [DMGSRMRCHSAXD]","Official exchange rate, LCU per USD, period average,, [DPANUSLCU]","GDP,constant 2010 LCU,millions,seas. adj., [NYGDPMKTPSAKN]","GDP,current LCU,millions,seas. adj., [NYGDPMKTPSACN]","Stock Markets, LCU,,, [DSTKMKTXN]","Stock Markets, US$,,, [DSTKMKTXD]","Core CPI,not seas.adj,,, [CORENS]","Core CPI,seas.adj,,, [CORESA]","CPI Price, % y-o-y, median weighted, seas. adj., [CPTOTSAXMZGY]","CPI Price, % y-o-y, not seas. adj.,, [CPTOTSAXNZGY]","CPI Price, seas. adj.,,, [CPTOTSAXN]","CPI Price,not seas.adj,,, [CPTOTNSXN]","Exchange rate, new LCU per USD extended backward, period average,, [DPANUSSPB]","Exchange rate, old LCU per USD extended forward, period average,, [DPANUSSPF]","Exports Merchandise, Customs, constant US$, millions, not seas. adj. [DXGSRMRCHNSKD]","Exports Merchandise, Customs, constant US$, millions, seas. adj. [DXGSRMRCHSAKD]","Exports Merchandise, Customs, current US$, millions, not seas. adj. [DXGSRMRCHNSCD]","Exports Merchandise, Customs, current US$, millions, seas. adj. [DXGSRMRCHSACD]","Exports Merchandise, Customs, Price, US$, not seas. adj. [DXGSRMRCHNSXD]","Exports Merchandise, Customs, Price, US$, seas. adj. [DXGSRMRCHSAXD]","Industrial Production, constant US$, seas. adj.,, [IPTOTSAKD]","Industrial Production, constant US$,,, [IPTOTNSKD]","Months Import Cover of Foreign Reserves,,,, [IMPCOV]","Nominal Effective Exchange Rate,,,, [NEER]","Real Effective Exchange Rate,,,, [REER]","Retail Sales Volume,Index,,, [RETSALESSA]","Terms of Trade,,,, [TOT]","Total Reserves,,,, [TOTRESV]","Unemployment rate,Percent,,, [UNEMPSA_]"
Ireland,IRL,2025Q1,2025Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,2025M03,2025M03,..,..,..,..,..,..,..,..,0.730300134,..,..,358.2609353,270.2260617,..,..,..,..,..,..,0.9271290698,0.730300134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,2024Q4,2024Q4,136140.4306,149073.8373,43131.8188,44358.75293,37125.3697,35979.86707,0.8370501954,0.8341510337,..,130110,139806,..,..,..,..,..,..,..,..,..,..,82263.76997,86296.46159,61835,64420.31469,0.7506814414,0.7458985817,..,..,..,..,..,..,..,..,..
Ireland,IRL,2024Q3,2024Q3,131393.1465,148004.0082,45332.89318,43496.44896,36902.47611,38221.70333,0.8486194175,0.8431362643,..,125573,134701,..,..,..,..,..,..,..,..,..,..,82870.70343,82609.04168,63457,64179.22029,0.7646820298,0.7764161105,..,..,..,..,..,..,..,..,..
Ireland,IRL,2024Q2,2024Q2,126268.1305,138756.4555,41927.52095,43263.23997,35972.61805,34882.45792,0.8315824047,0.8321290278,..,120675,128898,..,..,..,..,..,..,..,..,..,..,78105.57461,75254.04829,58323,57734.42701,0.7468052381,0.7670776581,..,..,..,..,..,..,..,..,..
Ireland,IRL,2024Q1,2024Q1,126715.9677,138876.9906,42198.07107,41106.62822,34474.35068,35698.8525,0.8385500896,0.8460938346,..,121103,127858,..,..,..,..,..,..,..,..,..,..,78228.12827,72595.76113,58659,56122.64537,0.7504321125,0.7734579432,..,..,..,..,..,..,..,..,..
Ireland,IRL,2025M01,2025M01,..,..,..,..,..,..,..,..,0.760979924,..,..,322.514978,233.8747553,121.2058212,121.6049383,..,1.9,129.1508238,128.6445013,0.9663879698,0.760979924,..,..,..,..,..,..,16407621412,..,..,..,..,118.5370558,..,11002.41273,4
Ireland,IRL,2025M02,2025M02,..,..,..,..,..,..,..,..,0.7565022651,..,..,341.22104,248.9705273,..,..,..,1.896207585,129.4043093,129.7953964,0.9604865469,0.7565022651,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9
Ireland,IRL,2025,2025,..,..,..,..,..,..,..,..,0.7492607744,..,..,340.6656511,251.0237814,121.2058212,121.6049383,..,1.332891796,129.2775665,129.2199488,0.9513345288,0.7492607744,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.95
